,ITEM,CONDITION,EXTRACTION,WH_SITE,QUESTION,SENTENCE,LIST,TYPE
179,1012,filler_ok,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these definitions did the Oxford English Dictionary redact after publishing last year:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Definition A</td><td style='text-align:center'>C. Definition C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Definition B</td><td style='text-align:center'>D. Definition D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,4,filler
180,1013,filler_ok,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these prizes was the public recently angry that the Nobel committee had awarded Bob Dylan:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Prize A</td><td style='text-align:center'>C. Prize C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Prize B</td><td style='text-align:center'>D. Prize D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,4,filler
181,1014,filler_ok,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these Apple executives are investors currently concerned that the chairman has given too much responsibility:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Executive A</td><td style='text-align:center'>C. Executive C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Executive B</td><td style='text-align:center'>D. Executive D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,4,filler
182,1015,filler_ok,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these magazines do readers still believe that Tom Cruise is associated quite closely with:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Magazine A</td><td style='text-align:center'>C. Magazine C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Magazine B</td><td style='text-align:center'>D. Magazine D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,4,filler
183,1016,filler_ok,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these destinations are Danish politicians notoriously likely to want to travel secretly to:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Destination A</td><td style='text-align:center'>C. Destination C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Destination B</td><td style='text-align:center'>D. Destination D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,4,filler
184,1017,filler_ok,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these species do ecologists widely predict that surely will go extinct in the next century:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Species A</td><td style='text-align:center'>C. Species C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Species B</td><td style='text-align:center'>D. Species D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,4,filler
185,1018,filler_ok,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The lead role in the 1993 biopic 'Chaplin' was portrayed by which of these relatives of himself:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Relative A</td><td style='text-align:center'>C. Relative C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Relative B</td><td style='text-align:center'>D. Relative D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,4,filler
186,1019,filler_ok,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The 2017 Mueller investigation failed to identify whose version of which of these events was really accurate:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Event A</td><td style='text-align:center'>C. Event C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Event B</td><td style='text-align:center'>D. Event D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,4,filler
187,1020,filler_ok,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The proof of the Poincaré Conjecture stemmed from what which of these mathematicians termed 'Ricci Flow' in the 1980s:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Mathematician A</td><td style='text-align:center'>C. Mathematician C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Mathematician B</td><td style='text-align:center'>D. Mathematician D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,4,filler
188,1021,filler_ok,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The CPA who worked on which of these accounts are responsible for the key evidence condemning Bernie Madoff:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Account A</td><td style='text-align:center'>C. Account C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Account B</td><td style='text-align:center'>D. Account D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,4,filler
189,1022,filler_ok,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The recent suit against NBC's 'Friends' rests on which intern the producers assigned which of these jobs to:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Job A</td><td style='text-align:center'>C. Job C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Job B</td><td style='text-align:center'>D. Job D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,4,filler
190,1023,filler_ok,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The manager of Ross Perot's 1992 presidential campaign revealed which of these serious crimes that he was guilty of:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Crime A</td><td style='text-align:center'>C. Crime C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Crime B</td><td style='text-align:center'>D. Crime D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,4,filler
191,1024,filler_ok,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The conductor of the NY Philharmonic famously claims that cello is easy to play which of these difficult solos on:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Solo A</td><td style='text-align:center'>C. Solo C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Solo B</td><td style='text-align:center'>D. Solo D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,4,filler
192,1025,filler_bad,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The winner of the 2003 Booker Prize claimed the committee should have awarded to which of these nominees it:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Contestant A</td><td style='text-align:center'>C. Contestant C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Contestant B</td><td style='text-align:center'>D. Contestant D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,1,filler
193,1026,filler_bad,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The first sentence in the Torah declares whose which of these celestial bodies to have been created by:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Body A</td><td style='text-align:center'>C. Body C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Body B</td><td style='text-align:center'>D. Body D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,1,filler
194,1027,filler_bad,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The brightest star in the night sky gives its name to which of these famous characters that resemble to:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Project A</td><td style='text-align:center'>C. Project C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Project B</td><td style='text-align:center'>D. Project D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,1,filler
195,1028,filler_bad,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The reason why that which of these start-ups failed was obvious to most experts at the most recent ACL conference:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Start-up A</td><td style='text-align:center'>C. Start-up C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Start-up B</td><td style='text-align:center'>D. Start-up D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,1,filler
196,1029,filler_bad,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The writer of which of these letters completely gave up on publishing after sending to Simon and Schuster:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Letter A</td><td style='text-align:center'>C. Letter C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Letter B</td><td style='text-align:center'>D. Letter D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,1,filler
197,1030,filler_bad,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The doctor at which of these televised practices did he claim that patients would not have to pay for:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Practice A</td><td style='text-align:center'>C. Practice C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Practice B</td><td style='text-align:center'>D. Practice D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,1,filler
198,1031,filler_bad,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these industries did the electric lightbulb become popular because of entrepreneurs favoring strongly:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Industry A</td><td style='text-align:center'>C. Industry C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Industry B</td><td style='text-align:center'>D. Industry D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,1,filler
199,1032,filler_bad,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these retirement plans did employees at Exxon Mobil lose money after the company pivoted to:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Plan A</td><td style='text-align:center'>C. Plan C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Plan B</td><td style='text-align:center'>D. Plan D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,1,filler
200,1033,filler_bad,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these cities did a federal judge recently reject a baker's claim that he should not have to do business with:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. City A</td><td style='text-align:center'>C. City C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. City B</td><td style='text-align:center'>D. City D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,1,filler
201,1034,filler_bad,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these ingredients did Thomas Keller confirm the allegations that his restaurant used in their pancakes:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Ingredient A</td><td style='text-align:center'>C. Ingredient C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Ingredient B</td><td style='text-align:center'>D. Ingredient D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,1,filler
202,1035,filler_bad,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these accounts did Microsoft hire a new financial analyst in 2001 who had worked on with the CFO:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Account A</td><td style='text-align:center'>C. Account C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Account B</td><td style='text-align:center'>D. Account D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,1,filler
203,1036,filler_bad,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these routes was Royal Caribbean sued in 2008 for recommending a tour that almost always used:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Route A</td><td style='text-align:center'>C. Route C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Route B</td><td style='text-align:center'>D. Route D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,1,filler
204,1025,filler_bad,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The winner of the 2003 Booker Prize claimed the committee should have awarded to which of these nominees it:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Contestant A</td><td style='text-align:center'>C. Contestant C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Contestant B</td><td style='text-align:center'>D. Contestant D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,2,filler
205,1026,filler_bad,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The first sentence in the Torah declares whose which of these celestial bodies to have been created by:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Body A</td><td style='text-align:center'>C. Body C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Body B</td><td style='text-align:center'>D. Body D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,2,filler
206,1027,filler_bad,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The brightest star in the night sky gives its name to which of these famous characters that resemble to:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Project A</td><td style='text-align:center'>C. Project C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Project B</td><td style='text-align:center'>D. Project D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,2,filler
207,1028,filler_bad,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The reason why that which of these start-ups failed was obvious to most experts at the most recent ACL conference:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Start-up A</td><td style='text-align:center'>C. Start-up C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Start-up B</td><td style='text-align:center'>D. Start-up D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,2,filler
208,1029,filler_bad,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The writer of which of these letters completely gave up on publishing after sending to Simon and Schuster:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Letter A</td><td style='text-align:center'>C. Letter C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Letter B</td><td style='text-align:center'>D. Letter D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,2,filler
209,1030,filler_bad,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The doctor at which of these televised practices did he claim that patients would not have to pay for:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Practice A</td><td style='text-align:center'>C. Practice C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Practice B</td><td style='text-align:center'>D. Practice D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,2,filler
210,1031,filler_bad,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these industries did the electric lightbulb become popular because of entrepreneurs favoring strongly:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Industry A</td><td style='text-align:center'>C. Industry C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Industry B</td><td style='text-align:center'>D. Industry D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,2,filler
211,1032,filler_bad,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these retirement plans did employees at Exxon Mobil lose money after the company pivoted to:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Plan A</td><td style='text-align:center'>C. Plan C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Plan B</td><td style='text-align:center'>D. Plan D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,2,filler
212,1033,filler_bad,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these cities did a federal judge recently reject a baker's claim that he should not have to do business with:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. City A</td><td style='text-align:center'>C. City C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. City B</td><td style='text-align:center'>D. City D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,2,filler
213,1034,filler_bad,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these ingredients did Thomas Keller confirm the allegations that his restaurant used in their pancakes:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Ingredient A</td><td style='text-align:center'>C. Ingredient C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Ingredient B</td><td style='text-align:center'>D. Ingredient D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,2,filler
214,1035,filler_bad,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these accounts did Microsoft hire a new financial analyst in 2001 who had worked on with the CFO:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Account A</td><td style='text-align:center'>C. Account C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Account B</td><td style='text-align:center'>D. Account D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,2,filler
215,1036,filler_bad,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these routes was Royal Caribbean sued in 2008 for recommending a tour that almost always used:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Route A</td><td style='text-align:center'>C. Route C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Route B</td><td style='text-align:center'>D. Route D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,2,filler
216,1025,filler_bad,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The winner of the 2003 Booker Prize claimed the committee should have awarded to which of these nominees it:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Contestant A</td><td style='text-align:center'>C. Contestant C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Contestant B</td><td style='text-align:center'>D. Contestant D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,3,filler
217,1026,filler_bad,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The first sentence in the Torah declares whose which of these celestial bodies to have been created by:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Body A</td><td style='text-align:center'>C. Body C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Body B</td><td style='text-align:center'>D. Body D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,3,filler
